"Points:0","Points:1","Points:2","U:0","U:1","U:2","alpha.water","delta","p","p_rgh","psi"
2.3,2.55,0,1,0.5,0,1,0,5.7084e-10,5.7084e-10,0.05625
2.325,2.55,0,1,0.5,0,1,0,5.734e-10,5.734e-10,0.05625
2.35,2.55,0,1,0.5,0,1,0,5.7615e-10,5.7615e-10,0.05625
2.375,2.55,0,1,0.5,0,1,0,5.7807e-10,5.7807e-10,0.05625
2.4,2.55,0,1,0.5,0,1,0,5.7949e-10,5.7949e-10,0.05625
2.425,2.55,0,1,0.5,0,1,0,5.8128e-10,5.8128e-10,0.05625
2.45,2.55,0,1,0.5,0,1,0,5.8269e-10,5.8269e-10,0.05625
2.475,2.55,0,1,0.5,0,1,0,5.8355e-10,5.8355e-10,0.05625
2.5,2.55,0,1,0.5,0,1,0,5.8422e-10,5.8422e-10,0.05625
2.525,2.55,0,1,0.5,0,1,0,5.8491e-10,5.8491e-10,0.05625
2.55,2.55,0,1,0.5,0,1,0,5.8599e-10,5.8599e-10,0.05625
2.575,2.55,0,1,0.5,0,1,0,5.8758e-10,5.8758e-10,0.05625
2.6,2.55,0,1,0.5,0,1,0,5.892e-10,5.892e-10,0.05625
2.625,2.55,0,1,0.5,0,1,0,5.9013e-10,5.9013e-10,0.05625
2.65,2.55,0,1,0.5,0,1,0,5.9101e-10,5.9101e-10,0.05625
2.675,2.55,0,1,0.5,0,1,0,5.9259e-10,5.9259e-10,0.05625
2.7,2.55,0,1,0.5,0,1,0,5.946e-10,5.946e-10,0.05625
2.725,2.55,0,1,0.5,0,1,0,5.9596e-10,5.9596e-10,0.05625
2.75,2.55,0,1,0.5,0,1,0,5.9669e-10,5.9669e-10,0.05625
2.775,2.55,0,1,0.5,0,1,0,5.9785e-10,5.9785e-10,0.05625
2.8,2.55,0,1,0.5,0,1,0,5.9961e-10,5.9961e-10,0.05625
2.825,2.55,0,1,0.5,0,1,0,6.0118e-10,6.0118e-10,0.05625
2.85,2.55,0,1,0.5,0,1,0,6.0205e-10,6.0205e-10,0.05625
2.875,2.55,0,1,0.5,0,1,0,6.0375e-10,6.0375e-10,0.05625
2.9,2.55,0,1,0.5,0,1,0,6.0541e-10,6.0541e-10,0.05625
2.925,2.55,0,1,0.5,0,1,0,6.0713e-10,6.0713e-10,0.05625
2.95,2.55,0,1,0.5,0,1,0,6.0984e-10,6.0984e-10,0.05625
2.975,2.55,0,1,0.5,0,1,0,6.1215e-10,6.1215e-10,0.05625
3,2.55,0,1,0.5,0,1,0,6.1412e-10,6.1412e-10,0.05625
3.025,2.55,0,1,0.5,0,1,0,6.1649e-10,6.1649e-10,0.05625
3.05,2.55,0,1,0.5,0,1,0,6.1906e-10,6.1906e-10,0.05625
3.075,2.55,0,1,0.5,0,1,0,6.2095e-10,6.2095e-10,0.05625
3.1,2.55,0,1,0.5,0,1,0,6.223e-10,6.223e-10,0.05625
3.125,2.55,0,1,0.5,0,1,0,6.2408e-10,6.2408e-10,0.05625
3.15,2.55,0,1,0.5,0,1,0,6.265e-10,6.265e-10,0.05625
3.175,2.55,0,1,0.5,0,1,0,6.2832e-10,6.2832e-10,0.05625
3.2,2.55,0,1,0.5,0,1,0,6.2994e-10,6.2994e-10,0.05625
3.225,2.55,0,1,0.5,0,1,0,6.3192e-10,6.3192e-10,0.05625
3.25,2.55,0,1,0.5,0,1,0,6.3337e-10,6.3337e-10,0.05625
3.275,2.55,0,1,0.5,0,1,0,6.3442e-10,6.3442e-10,0.05625
3.3,2.55,0,1,0.5,0,1,0,6.358e-10,6.358e-10,0.05625
3.325,2.55,0,1,0.5,0,1,0,6.3794e-10,6.3794e-10,0.05625
3.35,2.55,0,1,0.5,0,1,0,6.3969e-10,6.3969e-10,0.05625
3.375,2.55,0,1,0.5,0,1,0,6.4073e-10,6.4073e-10,0.05625
3.4,2.55,0,1,0.5,0,1,0,6.4179e-10,6.4179e-10,0.05625
3.425,2.55,0,1,0.5,0,1,0,6.4311e-10,6.4311e-10,0.05625
3.45,2.55,0,1,0.5,0,1,0,6.4485e-10,6.4485e-10,0.05625
3.475,2.55,0,1,0.5,0,1,0,6.4676e-10,6.4676e-10,0.05625
3.5,2.55,0,1,0.5,0,1,0,6.483e-10,6.483e-10,0.05625
3.525,2.55,0,1,0.5,0,1,0,6.4973e-10,6.4973e-10,0.05625
3.55,2.55,0,1,0.5,0,1,0,6.5135e-10,6.5135e-10,0.05625
3.575,2.55,0,1,0.5,0,1,0,6.5276e-10,6.5276e-10,0.05625
3.6,2.55,0,1,0.5,0,1,0,6.5414e-10,6.5414e-10,0.05625
3.625,2.55,0,1,0.5,0,1,0,6.5484e-10,6.5484e-10,0.05625
3.65,2.55,0,1,0.5,0,1,0,6.5557e-10,6.5557e-10,0.05625
3.675,2.55,0,1,0.5,0,1,0,6.5663e-10,6.5663e-10,0.05625
3.7,2.55,0,1,0.5,0,1,0,6.5708e-10,6.5708e-10,0.05625
3.725,2.55,0,1,0.5,0,1,0,6.5674e-10,6.5674e-10,0.05625
3.75,2.55,0,1,0.5,0,1,0,6.5663e-10,6.5663e-10,0.05625
3.775,2.55,0,1,0.5,0,1,0,6.5831e-10,6.5831e-10,0.05625
3.8,2.55,0,1,0.5,0,1,0,6.6018e-10,6.6018e-10,0.05625
3.825,2.55,0,1,0.5,0,1,0,6.6135e-10,6.6135e-10,0.05625
3.85,2.55,0,1,0.5,0,1,0,6.6265e-10,6.6265e-10,0.05625
3.875,2.55,0,1,0.5,0,1,0,6.6428e-10,6.6428e-10,0.05625
3.9,2.55,0,1,0.5,0,1,0,6.6588e-10,6.6588e-10,0.05625
3.925,2.55,0,1,0.5,0,1,0,6.6729e-10,6.6729e-10,0.05625
3.95,2.55,0,1,0.5,0,1,0,6.6846e-10,6.6846e-10,0.05625
3.975,2.55,0,1,0.5,0,1,0,6.6868e-10,6.6868e-10,0.05625
4,2.55,0,1,0.5,0,1,0,6.69e-10,6.69e-10,0.05625
4.025,2.55,0,1,0.5,0,1,0,6.6981e-10,6.6981e-10,0.05625
4.05,2.55,0,1,0.5,0,1,0,6.7075e-10,6.7075e-10,0.05625
4.075,2.55,0,1,0.5,0,1,0,6.7155e-10,6.7155e-10,0.056248
4.1,2.55,0,1,0.5,0,1,0,6.7265e-10,6.7265e-10,0.056232
4.125,2.55,0,1,0.5,0,1,0,6.745e-10,6.745e-10,0.056105
4.15,2.55,0,1,0.5,0,1,0,6.7677e-10,6.7677e-10,0.055356
4.175,2.55,0,1,0.5,0,0.99986,0,6.7892e-10,6.7892e-10,0.052094
4.2,2.55,0,1,0.5,0,0.99289,1.3032,6.8006e-10,6.8006e-10,0.042289
4.225,2.55,0,1,0.5,0,0.89343,10.109,6.8033e-10,6.8033e-10,0.023491
4.25,2.55,0,1,0.5,0,0.57161,19.052,6.8035e-10,6.8035e-10,0.00092049
4.275,2.55,0,1,0.5,0,0.19395,13.175,6.8048e-10,6.8048e-10,-0.01967
4.3,2.55,0,1,0.5,0,0.023522,2.9295,6.8053e-10,6.8053e-10,-0.03726
4.325,2.55,0,1,0.5,0,0.00082964,0,6.8053e-10,6.8053e-10,-0.049107
4.35,2.55,0,1,0.5,0,5.8632e-05,0,6.8053e-10,6.8053e-10,-0.054269
4.375,2.55,0,1,0.5,0,7.4626e-06,0,6.8053e-10,6.8053e-10,-0.055833
4.4,2.55,0,1,0.5,0,9.3138e-07,0,6.8053e-10,6.8053e-10,-0.056181
4.425,2.55,0,1,0.5,0,1.2427e-07,0,6.8054e-10,6.8054e-10,-0.056241
4.45,2.55,0,1,0.5,0,2.6886e-08,0,6.8054e-10,6.8054e-10,-0.056249
4.475,2.55,0,1,0.5,0,1.5935e-08,0,6.8054e-10,6.8054e-10,-0.05625
4.5,2.55,0,1,0.5,0,1.5065e-08,0,6.8054e-10,6.8054e-10,-0.05625
4.525,2.55,0,1,0.5,0,1.6474e-08,0,6.8055e-10,6.8055e-10,-0.05625
4.55,2.55,0,1,0.5,0,3.6911e-08,0,6.8055e-10,6.8055e-10,-0.05625
4.575,2.55,0,1,0.5,0,1.8293e-07,0,6.8055e-10,6.8055e-10,-0.056248
4.6,2.55,0,1,0.5,0,1.0679e-06,0,6.8055e-10,6.8055e-10,-0.05624
4.625,2.55,0,1,0.5,0,6.2872e-06,0,6.8055e-10,6.8055e-10,-0.056196
4.65,2.55,0,1,0.5,0,3.6852e-05,0,6.8055e-10,6.8055e-10,-0.055978
4.675,2.55,0,1,0.5,0,0.00021531,0,6.8056e-10,6.8056e-10,-0.055086
4.7,2.55,0,1,0.5,0,0.0012719,0,6.8056e-10,6.8056e-10,-0.052123
4.725,2.55,0,1,0.5,0,0.008369,0.41917,6.8057e-10,6.8057e-10,-0.044466
4.75,2.55,0,1,0.5,0,0.068554,6.5104,6.8061e-10,6.8061e-10,-0.02969
4.775,2.55,0,1,0.5,0,0.33971,18.377,6.8106e-10,6.8106e-10,-0.0091047
4.8,2.55,0,1,0.5,0,0.74154,14.683,6.821e-10,6.821e-10,0.015268
4.825,2.55,0,1,0.5,0,0.96,2.3972,6.8349e-10,6.8349e-10,0.037614
4.85,2.55,0,1,0.5,0,0.99654,0,6.8431e-10,6.8431e-10,0.050379
4.875,2.55,0,1,0.5,0,0.99958,0,6.8469e-10,6.8469e-10,0.054887
4.9,2.55,0,1,0.5,0,0.99994,0,6.8659e-10,6.8659e-10,0.056002
4.925,2.55,0,1,0.5,0,0.99999,0,6.8653e-10,6.8653e-10,0.056213
4.95,2.55,0,1,0.5,0,1,0,6.925e-10,6.925e-10,0.056245
4.975,2.55,0,1,0.5,0,1,0,6.6863e-10,6.6863e-10,0.056249
5,2.55,0,1,0.5,0,1,0,6.3716e-10,6.3716e-10,0.05625
0,2.575,0,1,0.5,0,1,0,4.2336e-10,4.2336e-10,0.05625
0.025,2.575,0,1,0.5,0,1,0,4.2332e-10,4.2332e-10,0.05625
0.05,2.575,0,1,0.5,0,1,0,4.2334e-10,4.2334e-10,0.05625
0.075,2.575,0,1,0.5,0,1,0,4.2403e-10,4.2403e-10,0.05625
0.1,2.575,0,1,0.5,0,1,0,4.249e-10,4.249e-10,0.05625
0.125,2.575,0,1,0.5,0,1,0,4.2553e-10,4.2553e-10,0.05625
0.15,2.575,0,1,0.5,0,1,0,4.2623e-10,4.2623e-10,0.05625
0.175,2.575,0,1,0.5,0,1,0,4.2693e-10,4.2693e-10,0.05625
0.2,2.575,0,1,0.5,0,1,0,4.2771e-10,4.2771e-10,0.05625
0.225,2.575,0,1,0.5,0,1,0,4.2868e-10,4.2868e-10,0.05625
0.25,2.575,0,1,0.5,0,1,0,4.296e-10,4.296e-10,0.05625
0.275,2.575,0,1,0.5,0,1,0,4.3085e-10,4.3085e-10,0.05625
0.3,2.575,0,1,0.5,0,1,0,4.3218e-10,4.3218e-10,0.05625
0.325,2.575,0,1,0.5,0,1,0,4.3371e-10,4.3371e-10,0.05625
0.35,2.575,0,1,0.5,0,1,0,4.351e-10,4.351e-10,0.05625
0.375,2.575,0,1,0.5,0,1,0,4.3602e-10,4.3602e-10,0.05625
0.4,2.575,0,1,0.5,0,1,0,4.375e-10,4.375e-10,0.05625
0.425,2.575,0,1,0.5,0,1,0,4.3894e-10,4.3894e-10,0.05625
0.45,2.575,0,1,0.5,0,1,0,4.3959e-10,4.3959e-10,0.05625
0.475,2.575,0,1,0.5,0,1,0,4.4026e-10,4.4026e-10,0.05625
0.5,2.575,0,1,0.5,0,1,0,4.4117e-10,4.4117e-10,0.05625
0.525,2.575,0,1,0.5,0,1,0,4.4241e-10,4.4241e-10,0.05625
0.55,2.575,0,1,0.5,0,1,0,4.4367e-10,4.4367e-10,0.05625
0.575,2.575,0,1,0.5,0,1,0,4.4416e-10,4.4416e-10,0.05625
0.6,2.575,0,1,0.5,0,1,0,4.4447e-10,4.4447e-10,0.05625
0.625,2.575,0,1,0.5,0,1,0,4.449e-10,4.449e-10,0.05625
0.65,2.575,0,1,0.5,0,1,0,4.4561e-10,4.4561e-10,0.05625
0.675,2.575,0,1,0.5,0,1,0,4.4593e-10,4.4593e-10,0.05625
0.7,2.575,0,1,0.5,0,1,0,4.4637e-10,4.4637e-10,0.05625
0.725,2.575,0,1,0.5,0,1,0,4.474e-10,4.474e-10,0.05625
0.75,2.575,0,1,0.5,0,1,0,4.4898e-10,4.4898e-10,0.05625
0.775,2.575,0,1,0.5,0,1,0,4.5051e-10,4.5051e-10,0.05625
0.8,2.575,0,1,0.5,0,1,0,4.5155e-10,4.5155e-10,0.05625
0.825,2.575,0,1,0.5,0,1,0,4.5285e-10,4.5285e-10,0.05625
0.85,2.575,0,1,0.5,0,1,0,4.5398e-10,4.5398e-10,0.05625
0.875,2.575,0,1,0.5,0,1,0,4.5505e-10,4.5505e-10,0.05625
0.9,2.575,0,1,0.5,0,1,0,4.5605e-10,4.5605e-10,0.05625
0.925,2.575,0,1,0.5,0,1,0,4.5672e-10,4.5672e-10,0.05625
0.95,2.575,0,1,0.5,0,1,0,4.583e-10,4.583e-10,0.05625
0.975,2.575,0,1,0.5,0,1,0,4.6e-10,4.6e-10,0.05625
1,2.575,0,1,0.5,0,1,0,4.6102e-10,4.6102e-10,0.05625
1.025,2.575,0,1,0.5,0,1,0,4.6338e-10,4.6338e-10,0.05625
1.05,2.575,0,1,0.5,0,1,0,4.6666e-10,4.6666e-10,0.05625
1.075,2.575,0,1,0.5,0,1,0,4.6894e-10,4.6894e-10,0.05625
1.1,2.575,0,1,0.5,0,1,0,4.7081e-10,4.7081e-10,0.05625
1.125,2.575,0,1,0.5,0,1,0,4.726e-10,4.726e-10,0.05625
1.15,2.575,0,1,0.5,0,1,0,4.7406e-10,4.7406e-10,0.05625
1.175,2.575,0,1,0.5,0,1,0,4.756e-10,4.756e-10,0.05625
1.2,2.575,0,1,0.5,0,1,0,4.7747e-10,4.7747e-10,0.05625
1.225,2.575,0,1,0.5,0,1,0,4.7911e-10,4.7911e-10,0.05625
1.25,2.575,0,1,0.5,0,1,0,4.8062e-10,4.8062e-10,0.05625
1.275,2.575,0,1,0.5,0,1,0,4.8259e-10,4.8259e-10,0.05625
1.3,2.575,0,1,0.5,0,1,0,4.8511e-10,4.8511e-10,0.05625
1.325,2.575,0,1,0.5,0,1,0,4.8738e-10,4.8738e-10,0.05625
1.35,2.575,0,1,0.5,0,1,0,4.8887e-10,4.8887e-10,0.05625
1.375,2.575,0,1,0.5,0,1,0,4.9077e-10,4.9077e-10,0.05625
1.4,2.575,0,1,0.5,0,1,0,4.9288e-10,4.9288e-10,0.05625
1.425,2.575,0,1,0.5,0,1,0,4.9463e-10,4.9463e-10,0.05625
1.45,2.575,0,1,0.5,0,1,0,4.9693e-10,4.9693e-10,0.05625
1.475,2.575,0,1,0.5,0,1,0,4.9947e-10,4.9947e-10,0.05625
1.5,2.575,0,1,0.5,0,1,0,5.0172e-10,5.0172e-10,0.05625
1.525,2.575,0,1,0.5,0,1,0,5.0395e-10,5.0395e-10,0.05625
1.55,2.575,0,1,0.5,0,1,0,5.0598e-10,5.0598e-10,0.05625
1.575,2.575,0,1,0.5,0,1,0,5.078e-10,5.078e-10,0.05625
1.6,2.575,0,1,0.5,0,1,0,5.0952e-10,5.0952e-10,0.05625
1.625,2.575,0,1,0.5,0,1,0,5.1173e-10,5.1173e-10,0.05625
1.65,2.575,0,1,0.5,0,1,0,5.1422e-10,5.1422e-10,0.05625
1.675,2.575,0,1,0.5,0,1,0,5.1599e-10,5.1599e-10,0.05625
1.7,2.575,0,1,0.5,0,1,0,5.1768e-10,5.1768e-10,0.05625
1.725,2.575,0,1,0.5,0,1,0,5.1964e-10,5.1964e-10,0.05625
1.75,2.575,0,1,0.5,0,1,0,5.2107e-10,5.2107e-10,0.05625
1.775,2.575,0,1,0.5,0,1,0,5.2291e-10,5.2291e-10,0.05625
1.8,2.575,0,1,0.5,0,1,0,5.2605e-10,5.2605e-10,0.05625
1.825,2.575,0,1,0.5,0,1,0,5.2913e-10,5.2913e-10,0.05625
1.85,2.575,0,1,0.5,0,1,0,5.3173e-10,5.3173e-10,0.05625
1.875,2.575,0,1,0.5,0,1,0,5.3467e-10,5.3467e-10,0.05625
1.9,2.575,0,1,0.5,0,1,0,5.3726e-10,5.3726e-10,0.05625
1.925,2.575,0,1,0.5,0,1,0,5.3931e-10,5.3931e-10,0.05625
1.95,2.575,0,1,0.5,0,1,0,5.4156e-10,5.4156e-10,0.05625
1.975,2.575,0,1,0.5,0,1,0,5.441e-10,5.441e-10,0.05625
2,2.575,0,1,0.5,0,1,0,5.4655e-10,5.4655e-10,0.05625
2.025,2.575,0,1,0.5,0,1,0,5.4805e-10,5.4805e-10,0.05625
2.05,2.575,0,1,0.5,0,1,0,5.4961e-10,5.4961e-10,0.05625
2.075,2.575,0,1,0.5,0,1,0,5.5257e-10,5.5257e-10,0.05625
2.1,2.575,0,1,0.5,0,1,0,5.5569e-10,5.5569e-10,0.05625
2.125,2.575,0,1,0.5,0,1,0,5.5838e-10,5.5838e-10,0.05625
2.15,2.575,0,1,0.5,0,1,0,5.604e-10,5.604e-10,0.05625
2.175,2.575,0,1,0.5,0,1,0,5.6204e-10,5.6204e-10,0.05625
2.2,2.575,0,1,0.5,0,1,0,5.6367e-10,5.6367e-10,0.05625
2.225,2.575,0,1,0.5,0,1,0,5.6551e-10,5.6551e-10,0.05625
2.25,2.575,0,1,0.5,0,1,0,5.6778e-10,5.6778e-10,0.05625
2.275,2.575,0,1,0.5,0,1,0,5.6961e-10,5.6961e-10,0.05625
2.3,2.575,0,1,0.5,0,1,0,5.7144e-10,5.7144e-10,0.05625
2.325,2.575,0,1,0.5,0,1,0,5.7377e-10,5.7377e-10,0.05625
2.35,2.575,0,1,0.5,0,1,0,5.7625e-10,5.7625e-10,0.05625
2.375,2.575,0,1,0.5,0,1,0,5.7796e-10,5.7796e-10,0.05625
2.4,2.575,0,1,0.5,0,1,0,5.7959e-10,5.7959e-10,0.05625
2.425,2.575,0,1,0.5,0,1,0,5.8155e-10,5.8155e-10,0.05625
2.45,2.575,0,1,0.5,0,1,0,5.8312e-10,5.8312e-10,0.05625
2.475,2.575,0,1,0.5,0,1,0,5.8451e-10,5.8451e-10,0.05625
2.5,2.575,0,1,0.5,0,1,0,5.8541e-10,5.8541e-10,0.05625
2.525,2.575,0,1,0.5,0,1,0,5.864e-10,5.864e-10,0.05625
2.55,2.575,0,1,0.5,0,1,0,5.877e-10,5.877e-10,0.05625
2.575,2.575,0,1,0.5,0,1,0,5.8884e-10,5.8884e-10,0.05625
2.6,2.575,0,1,0.5,0,1,0,5.901e-10,5.901e-10,0.05625
2.625,2.575,0,1,0.5,0,1,0,5.9124e-10,5.9124e-10,0.05625
2.65,2.575,0,1,0.5,0,1,0,5.925e-10,5.925e-10,0.05625
2.675,2.575,0,1,0.5,0,1,0,5.9381e-10,5.9381e-10,0.05625
2.7,2.575,0,1,0.5,0,1,0,5.9502e-10,5.9502e-10,0.05625
2.725,2.575,0,1,0.5,0,1,0,5.9588e-10,5.9588e-10,0.05625
2.75,2.575,0,1,0.5,0,1,0,5.9681e-10,5.9681e-10,0.05625
2.775,2.575,0,1,0.5,0,1,0,5.9831e-10,5.9831e-10,0.05625
2.8,2.575,0,1,0.5,0,1,0,5.9991e-10,5.9991e-10,0.05625
2.825,2.575,0,1,0.5,0,1,0,6.0117e-10,6.0117e-10,0.05625
2.85,2.575,0,1,0.5,0,1,0,6.0204e-10,6.0204e-10,0.05625
2.875,2.575,0,1,0.5,0,1,0,6.0373e-10,6.0373e-10,0.05625
2.9,2.575,0,1,0.5,0,1,0,6.0602e-10,6.0602e-10,0.05625
2.925,2.575,0,1,0.5,0,1,0,6.0805e-10,6.0805e-10,0.05625
2.95,2.575,0,1,0.5,0,1,0,6.1011e-10,6.1011e-10,0.05625
2.975,2.575,0,1,0.5,0,1,0,6.1267e-10,6.1267e-10,0.05625
3,2.575,0,1,0.5,0,1,0,6.1531e-10,6.1531e-10,0.05625
3.025,2.575,0,1,0.5,0,1,0,6.1796e-10,6.1796e-10,0.05625
3.05,2.575,0,1,0.5,0,1,0,6.2035e-10,6.2035e-10,0.05625
3.075,2.575,0,1,0.5,0,1,0,6.2189e-10,6.2189e-10,0.05625
3.1,2.575,0,1,0.5,0,1,0,6.2309e-10,6.2309e-10,0.05625
3.125,2.575,0,1,0.5,0,1,0,6.2473e-10,6.2473e-10,0.05625
3.15,2.575,0,1,0.5,0,1,0,6.2735e-10,6.2735e-10,0.05625
3.175,2.575,0,1,0.5,0,1,0,6.2996e-10,6.2996e-10,0.05625
3.2,2.575,0,1,0.5,0,1,0,6.3175e-10,6.3175e-10,0.05625
3.225,2.575,0,1,0.5,0,1,0,6.3295e-10,6.3295e-10,0.05625
3.25,2.575,0,1,0.5,0,1,0,6.3404e-10,6.3404e-10,0.05625
3.275,2.575,0,1,0.5,0,1,0,6.3557e-10,6.3557e-10,0.05625
3.3,2.575,0,1,0.5,0,1,0,6.3707e-10,6.3707e-10,0.05625
3.325,2.575,0,1,0.5,0,1,0,6.3872e-10,6.3872e-10,0.05625
3.35,2.575,0,1,0.5,0,1,0,6.4049e-10,6.4049e-10,0.05625
3.375,2.575,0,1,0.5,0,1,0,6.4156e-10,6.4156e-10,0.05625
3.4,2.575,0,1,0.5,0,1,0,6.4205e-10,6.4205e-10,0.05625
3.425,2.575,0,1,0.5,0,1,0,6.4306e-10,6.4306e-10,0.05625
3.45,2.575,0,1,0.5,0,1,0,6.4476e-10,6.4476e-10,0.05625
3.475,2.575,0,1,0.5,0,1,0,6.4663e-10,6.4663e-10,0.05625
3.5,2.575,0,1,0.5,0,1,0,6.4791e-10,6.4791e-10,0.05625
3.525,2.575,0,1,0.5,0,1,0,6.4943e-10,6.4943e-10,0.05625
3.55,2.575,0,1,0.5,0,1,0,6.512e-10,6.512e-10,0.05625
3.575,2.575,0,1,0.5,0,1,0,6.5264e-10,6.5264e-10,0.05625
3.6,2.575,0,1,0.5,0,1,0,6.5397e-10,6.5397e-10,0.05625
3.625,2.575,0,1,0.5,0,1,0,6.5461e-10,6.5461e-10,0.05625
3.65,2.575,0,1,0.5,0,1,0,6.5506e-10,6.5506e-10,0.05625
3.675,2.575,0,1,0.5,0,1,0,6.5586e-10,6.5586e-10,0.05625
3.7,2.575,0,1,0.5,0,1,0,6.563e-10,6.563e-10,0.05625
3.725,2.575,0,1,0.5,0,1,0,6.5596e-10,6.5596e-10,0.05625
3.75,2.575,0,1,0.5,0,1,0,6.5694e-10,6.5694e-10,0.05625
3.775,2.575,0,1,0.5,0,1,0,6.5902e-10,6.5902e-10,0.05625
3.8,2.575,0,1,0.5,0,1,0,6.6033e-10,6.6033e-10,0.05625
3.825,2.575,0,1,0.5,0,1,0,6.618e-10,6.618e-10,0.05625
3.85,2.575,0,1,0.5,0,1,0,6.6317e-10,6.6317e-10,0.05625
3.875,2.575,0,1,0.5,0,1,0,6.649e-10,6.649e-10,0.05625
3.9,2.575,0,1,0.5,0,1,0,6.6687e-10,6.6687e-10,0.05625
3.925,2.575,0,1,0.5,0,1,0,6.6806e-10,6.6806e-10,0.05625
3.95,2.575,0,1,0.5,0,1,0,6.6878e-10,6.6878e-10,0.05625
3.975,2.575,0,1,0.5,0,1,0,6.688e-10,6.688e-10,0.05625
4,2.575,0,1,0.5,0,1,0,6.69e-10,6.69e-10,0.05625
4.025,2.575,0,1,0.5,0,1,0,6.6996e-10,6.6996e-10,0.05625
4.05,2.575,0,1,0.5,0,1,0,6.715e-10,6.715e-10,0.05625
4.075,2.575,0,1,0.5,0,1,0,6.7248e-10,6.7248e-10,0.05625
4.1,2.575,0,1,0.5,0,1,0,6.7307e-10,6.7307e-10,0.056247
4.125,2.575,0,1,0.5,0,1,0,6.7449e-10,6.7449e-10,0.056222
4.15,2.575,0,1,0.5,0,1,0,6.7658e-10,6.7658e-10,0.056042
4.175,2.575,0,1,0.5,0,1,0,6.7864e-10,6.7864e-10,0.055051
4.2,2.575,0,1,0.5,0,0.99988,0,6.7958e-10,6.7958e-10,0.051105
4.225,2.575,0,1,0.5,0,0.9903,2.1438,6.7985e-10,6.7985e-10,0.040295
4.25,2.575,0,1,0.5,0,0.87189,11.515,6.8012e-10,6.8012e-10,0.020879
4.275,2.575,0,1,0.5,0,0.53513,18.736,6.8048e-10,6.8048e-10,-0.0015897
4.3,2.575,0,1,0.5,0,0.17252,11.845,6.8066e-10,6.8066e-10,-0.021586
4.325,2.575,0,1,0.5,0,0.019468,2.4806,6.8056e-10,6.8056e-10,-0.038282
4.35,2.575,0,1,0.5,0,0.00065409,0,6.8054e-10,6.8054e-10,-0.04944
4.375,2.575,0,1,0.5,0,5.0441e-05,0,6.8053e-10,6.8053e-10,-0.054355
4.4,2.575,0,1,0.5,0,6.4573e-06,0,6.8054e-10,6.8054e-10,-0.055845
4.425,2.575,0,1,0.5,0,8.0197e-07,0,6.8054e-10,6.8054e-10,-0.056181
4.45,2.575,0,1,0.5,0,1.0931e-07,0,6.8054e-10,6.8054e-10,-0.05624
4.475,2.575,0,1,0.5,0,2.5832e-08,0,6.8054e-10,6.8054e-10,-0.056249
4.5,2.575,0,1,0.5,0,1.7293e-08,0,6.8055e-10,6.8055e-10,-0.05625
4.525,2.575,0,1,0.5,0,3.7635e-08,0,6.8055e-10,6.8055e-10,-0.05625
4.55,2.575,0,1,0.5,0,1.9863e-07,0,6.8055e-10,6.8055e-10,-0.056248
4.575,2.575,0,1,0.5,0,1.2007e-06,0,6.8055e-10,6.8055e-10,-0.05624
4.6,2.575,0,1,0.5,0,7.2283e-06,0,6.8055e-10,6.8055e-10,-0.05619
4.625,2.575,0,1,0.5,0,4.3185e-05,0,6.8055e-10,6.8055e-10,-0.05595
4.65,2.575,0,1,0.5,0,0.00025751,0,6.8055e-10,6.8055e-10,-0.054961
4.675,2.575,0,1,0.5,0,0.0015585,0,6.8056e-10,6.8056e-10,-0.051723
4.7,2.575,0,1,0.5,0,0.010319,0.69446,6.8056e-10,6.8056e-10,-0.043627
4.725,2.575,0,1,0.5,0,0.074654,6.9662,6.806e-10,6.806e-10,-0.028984
4.75,2.575,0,1,0.5,0,0.3038,17.874,6.8085e-10,6.8085e-10,-0.010706
4.775,2.575,0,1,0.5,0,0.6624,18.121,6.8193e-10,6.8193e-10,0.0088705
4.8,2.575,0,1,0.5,0,0.91352,6.6431,6.8342e-10,6.8342e-10,0.029773
4.825,2.575,0,1,0.5,0,0.98768,0.12399,6.841e-10,6.841e-10,0.045949
4.85,2.575,0,1,0.5,0,0.99818,0,6.8449e-10,6.8449e-10,0.053352
4.875,2.575,0,1,0.5,0,0.9997,0,6.8579e-10,6.8579e-10,0.05562
4.9,2.575,0,1,0.5,0,0.99995,0,6.8788e-10,6.8788e-10,0.056136
4.925,2.575,0,1,0.5,0,0.99999,0,6.8711e-10,6.8711e-10,0.056232
4.95,2.575,0,1,0.5,0,1,0,6.9288e-10,6.9288e-10,0.056247
4.975,2.575,0,1,0.5,0,1,0,6.6843e-10,6.6843e-10,0.05625
5,2.575,0,1,0.5,0,1,0,6.3629e-10,6.3629e-10,0.05625
0,2.6,0,1,0.5,0,1,0,4.2274e-10,4.2274e-10,0.05625
0.025,2.6,0,1,0.5,0,1,0,4.2286e-10,4.2286e-10,0.05625
0.05,2.6,0,1,0.5,0,1,0,4.232e-10,4.232e-10,0.05625
0.075,2.6,0,1,0.5,0,1,0,4.2387e-10,4.2387e-10,0.05625
0.1,2.6,0,1,0.5,0,1,0,4.2475e-10,4.2475e-10,0.05625
0.125,2.6,0,1,0.5,0,1,0,4.2581e-10,4.2581e-10,0.05625
0.15,2.6,0,1,0.5,0,1,0,4.2701e-10,4.2701e-10,0.05625
0.175,2.6,0,1,0.5,0,1,0,4.2803e-10,4.2803e-10,0.05625
