"Points:0","Points:1","Points:2","U:0","U:1","U:2","alpha.water","delta","p","p_rgh","psi"
3.85,0.45,0,1,0.5,0,1,0,6.2474e-10,6.2474e-10,0.05625
3.875,0.45,0,1,0.5,0,1,0,6.2638e-10,6.2638e-10,0.05625
3.9,0.45,0,1,0.5,0,1,0,6.2857e-10,6.2857e-10,0.05625
3.925,0.45,0,1,0.5,0,1,0,6.3161e-10,6.3161e-10,0.05625
3.95,0.45,0,1,0.5,0,1,0,6.3394e-10,6.3394e-10,0.05625
3.975,0.45,0,1,0.5,0,1,0,6.356e-10,6.356e-10,0.05625
4,0.45,0,1,0.5,0,1,0,6.3744e-10,6.3744e-10,0.05625
4.025,0.45,0,1,0.5,0,1,0,6.3915e-10,6.3915e-10,0.05625
4.05,0.45,0,1,0.5,0,1,0,6.4092e-10,6.4092e-10,0.05625
4.075,0.45,0,1,0.5,0,1,0,6.4295e-10,6.4295e-10,0.05625
4.1,0.45,0,1,0.5,0,1,0,6.4508e-10,6.4508e-10,0.05625
4.125,0.45,0,1,0.5,0,1,0,6.4693e-10,6.4693e-10,0.05625
4.15,0.45,0,1,0.5,0,1,0,6.4844e-10,6.4844e-10,0.05625
4.175,0.45,0,1,0.5,0,1,0,6.4971e-10,6.4971e-10,0.05625
4.2,0.45,0,1,0.5,0,1,0,6.5135e-10,6.5135e-10,0.05625
4.225,0.45,0,1,0.5,0,1,0,6.5352e-10,6.5352e-10,0.05625
4.25,0.45,0,1,0.5,0,1,0,6.5545e-10,6.5545e-10,0.05625
4.275,0.45,0,1,0.5,0,1,0,6.576e-10,6.576e-10,0.05625
4.3,0.45,0,1,0.5,0,1,0,6.599e-10,6.599e-10,0.05625
4.325,0.45,0,1,0.5,0,1,0,6.6171e-10,6.6171e-10,0.05625
4.35,0.45,0,1,0.5,0,1,0,6.6367e-10,6.6367e-10,0.05625
4.375,0.45,0,1,0.5,0,1,0,6.6598e-10,6.6598e-10,0.05625
4.4,0.45,0,1,0.5,0,1,0,6.6808e-10,6.6808e-10,0.05625
4.425,0.45,0,1,0.5,0,1,0,6.6955e-10,6.6955e-10,0.05625
4.45,0.45,0,1,0.5,0,1,0,6.7101e-10,6.7101e-10,0.05625
4.475,0.45,0,1,0.5,0,1,0,6.7226e-10,6.7226e-10,0.05625
4.5,0.45,0,1,0.5,0,1,0,6.7334e-10,6.7334e-10,0.05625
4.525,0.45,0,1,0.5,0,1,0,6.7452e-10,6.7452e-10,0.05625
4.55,0.45,0,1,0.5,0,1,0,6.7463e-10,6.7463e-10,0.05625
4.575,0.45,0,1,0.5,0,1,0,6.7464e-10,6.7464e-10,0.05625
4.6,0.45,0,1,0.5,0,1,0,6.7558e-10,6.7558e-10,0.05625
4.625,0.45,0,1,0.5,0,1,0,6.7667e-10,6.7667e-10,0.05625
4.65,0.45,0,1,0.5,0,1,0,6.7784e-10,6.7784e-10,0.05625
4.675,0.45,0,1,0.5,0,1,0,6.7878e-10,6.7878e-10,0.05625
4.7,0.45,0,1,0.5,0,1,0,6.7897e-10,6.7897e-10,0.05625
4.725,0.45,0,1,0.5,0,1,0,6.7944e-10,6.7944e-10,0.05625
4.75,0.45,0,1,0.5,0,1,0,6.8113e-10,6.8113e-10,0.05625
4.775,0.45,0,1,0.5,0,1,0,6.8287e-10,6.8287e-10,0.05625
4.8,0.45,0,1,0.5,0,1,0,6.8403e-10,6.8403e-10,0.05625
4.825,0.45,0,1,0.5,0,1,0,6.8547e-10,6.8547e-10,0.05625
4.85,0.45,0,1,0.5,0,1,0,6.8633e-10,6.8633e-10,0.05625
4.875,0.45,0,1,0.5,0,1,0,6.8642e-10,6.8642e-10,0.05625
4.9,0.45,0,1,0.5,0,1,0,6.8724e-10,6.8724e-10,0.05625
4.925,0.45,0,1,0.5,0,1,0,6.8841e-10,6.8841e-10,0.05625
4.95,0.45,0,1,0.5,0,1,0,6.8909e-10,6.8909e-10,0.05625
4.975,0.45,0,1,0.5,0,1,0,6.9017e-10,6.9017e-10,0.05625
5,0.45,0,1,0.5,0,1,0,6.9102e-10,6.9102e-10,0.05625
0,0.475,0,1,0.5,0,1,0,2.4432e-10,2.4432e-10,0.05625
0.025,0.475,0,1,0.5,0,1,0,2.4436e-10,2.4436e-10,0.05625
0.05,0.475,0,1,0.5,0,1,0,2.45e-10,2.45e-10,0.05625
0.075,0.475,0,1,0.5,0,1,0,2.4611e-10,2.4611e-10,0.05625
0.1,0.475,0,1,0.5,0,1,0,2.4672e-10,2.4672e-10,0.05625
0.125,0.475,0,1,0.5,0,1,0,2.4724e-10,2.4724e-10,0.05625
0.15,0.475,0,1,0.5,0,1,0,2.4796e-10,2.4796e-10,0.05625
0.175,0.475,0,1,0.5,0,1,0,2.4965e-10,2.4965e-10,0.05625
0.2,0.475,0,1,0.5,0,1,0,2.518e-10,2.518e-10,0.05625
0.225,0.475,0,1,0.5,0,1,0,2.5327e-10,2.5327e-10,0.05625
0.25,0.475,0,1,0.5,0,1,0,2.5548e-10,2.5548e-10,0.05625
0.275,0.475,0,1,0.5,0,1,0,2.5919e-10,2.5919e-10,0.05625
0.3,0.475,0,1,0.5,0,1,0,2.6292e-10,2.6292e-10,0.05625
0.325,0.475,0,1,0.5,0,1,0,2.658e-10,2.658e-10,0.05625
0.35,0.475,0,1,0.5,0,1,0,2.6827e-10,2.6827e-10,0.05625
0.375,0.475,0,1,0.5,0,1,0,2.7098e-10,2.7098e-10,0.05625
0.4,0.475,0,1,0.5,0,1,0,2.7464e-10,2.7464e-10,0.05625
0.425,0.475,0,1,0.5,0,1,0,2.777e-10,2.777e-10,0.05625
0.45,0.475,0,1,0.5,0,1,0,2.8e-10,2.8e-10,0.05625
0.475,0.475,0,1,0.5,0,1,0,2.8307e-10,2.8307e-10,0.05625
0.5,0.475,0,1,0.5,0,1,0,2.8602e-10,2.8602e-10,0.05625
0.525,0.475,0,1,0.5,0,1,0,2.8859e-10,2.8859e-10,0.05625
0.55,0.475,0,1,0.5,0,1,0,2.911e-10,2.911e-10,0.05625
0.575,0.475,0,1,0.5,0,1,0,2.9337e-10,2.9337e-10,0.05625
0.6,0.475,0,1,0.5,0,1,0,2.9641e-10,2.9641e-10,0.05625
0.625,0.475,0,1,0.5,0,1,0,2.9987e-10,2.9987e-10,0.05625
0.65,0.475,0,1,0.5,0,1,0,3.0273e-10,3.0273e-10,0.05625
0.675,0.475,0,1,0.5,0,1,0,3.0557e-10,3.0557e-10,0.05625
0.7,0.475,0,1,0.5,0,1,0,3.0823e-10,3.0823e-10,0.05625
0.725,0.475,0,1,0.5,0,1,0,3.1083e-10,3.1083e-10,0.05625
0.75,0.475,0,1,0.5,0,1,0,3.1393e-10,3.1393e-10,0.05625
0.775,0.475,0,1,0.5,0,1,0,3.17e-10,3.17e-10,0.05625
0.8,0.475,0,1,0.5,0,1,0,3.1978e-10,3.1978e-10,0.05625
0.825,0.475,0,1,0.5,0,1,0,3.2273e-10,3.2273e-10,0.05625
0.85,0.475,0,1,0.5,0,1,0,3.251e-10,3.251e-10,0.05625
0.875,0.475,0,1,0.5,0,1,0,3.2773e-10,3.2773e-10,0.05625
0.9,0.475,0,1,0.5,0,1,0,3.3065e-10,3.3065e-10,0.05625
0.925,0.475,0,1,0.5,0,1,0,3.3384e-10,3.3384e-10,0.05625
0.95,0.475,0,1,0.5,0,1,0,3.3816e-10,3.3816e-10,0.05625
0.975,0.475,0,1,0.5,0,1,0,3.4176e-10,3.4176e-10,0.05625
1,0.475,0,1,0.5,0,1,0,3.4576e-10,3.4576e-10,0.05625
1.025,0.475,0,1,0.5,0,1,0,3.5061e-10,3.5061e-10,0.05625
1.05,0.475,0,1,0.5,0,1,0,3.5435e-10,3.5435e-10,0.05625
1.075,0.475,0,1,0.5,0,1,0,3.57e-10,3.57e-10,0.05625
1.1,0.475,0,1,0.5,0,1,0,3.5991e-10,3.5991e-10,0.05625
1.125,0.475,0,1,0.5,0,1,0,3.6326e-10,3.6326e-10,0.05625
1.15,0.475,0,1,0.5,0,1,0,3.6602e-10,3.6602e-10,0.05625
1.175,0.475,0,1,0.5,0,1,0,3.6885e-10,3.6885e-10,0.05625
1.2,0.475,0,1,0.5,0,1,0,3.7214e-10,3.7214e-10,0.05625
1.225,0.475,0,1,0.5,0,1,0,3.7551e-10,3.7551e-10,0.05625
1.25,0.475,0,1,0.5,0,1,0,3.7875e-10,3.7875e-10,0.05625
1.275,0.475,0,1,0.5,0,1,0,3.8172e-10,3.8172e-10,0.05625
1.3,0.475,0,1,0.5,0,1,0,3.8423e-10,3.8423e-10,0.05625
1.325,0.475,0,1,0.5,0,1,0,3.8711e-10,3.8711e-10,0.05625
1.35,0.475,0,1,0.5,0,1,0,3.9075e-10,3.9075e-10,0.05625
1.375,0.475,0,1,0.5,0,1,0,3.9422e-10,3.9422e-10,0.05625
1.4,0.475,0,1,0.5,0,1,0,3.9708e-10,3.9708e-10,0.05625
1.425,0.475,0,1,0.5,0,1,0,3.9921e-10,3.9921e-10,0.05625
1.45,0.475,0,1,0.5,0,1,0,4.0204e-10,4.0204e-10,0.05625
1.475,0.475,0,1,0.5,0,1,0,4.0563e-10,4.0563e-10,0.05625
1.5,0.475,0,1,0.5,0,1,0,4.0854e-10,4.0854e-10,0.05625
1.525,0.475,0,1,0.5,0,1,0,4.1146e-10,4.1146e-10,0.05625
1.55,0.475,0,1,0.5,0,1,0,4.1454e-10,4.1454e-10,0.05625
1.575,0.475,0,1,0.5,0,1,0,4.1734e-10,4.1734e-10,0.05625
1.6,0.475,0,1,0.5,0,1,0,4.2011e-10,4.2011e-10,0.05625
1.625,0.475,0,1,0.5,0,1,0,4.2325e-10,4.2325e-10,0.05625
1.65,0.475,0,1,0.5,0,1,0,4.2665e-10,4.2665e-10,0.05625
1.675,0.475,0,1,0.5,0,1,0,4.3012e-10,4.3012e-10,0.05625
1.7,0.475,0,1,0.5,0,1,0,4.3337e-10,4.3337e-10,0.05625
1.725,0.475,0,1,0.5,0,1,0,4.3728e-10,4.3728e-10,0.05625
1.75,0.475,0,1,0.5,0,1,0,4.4167e-10,4.4167e-10,0.05625
1.775,0.475,0,1,0.5,0,1,0,4.4501e-10,4.4501e-10,0.05625
1.8,0.475,0,1,0.5,0,1,0,4.4808e-10,4.4808e-10,0.05625
1.825,0.475,0,1,0.5,0,1,0,4.5053e-10,4.5053e-10,0.05625
1.85,0.475,0,1,0.5,0,1,0,4.5268e-10,4.5268e-10,0.05625
1.875,0.475,0,1,0.5,0,1,0,4.5545e-10,4.5545e-10,0.05625
1.9,0.475,0,1,0.5,0,1,0,4.5731e-10,4.5731e-10,0.05625
1.925,0.475,0,1,0.5,0,1,0,4.5876e-10,4.5876e-10,0.05625
1.95,0.475,0,1,0.5,0,1,0,4.6118e-10,4.6118e-10,0.05625
1.975,0.475,0,1,0.5,0,1,0,4.6351e-10,4.6351e-10,0.05625
2,0.475,0,1,0.5,0,1,0,4.6603e-10,4.6603e-10,0.05625
2.025,0.475,0,1,0.5,0,1,0,4.6853e-10,4.6853e-10,0.05625
2.05,0.475,0,1,0.5,0,1,0,4.7114e-10,4.7114e-10,0.05625
2.075,0.475,0,1,0.5,0,1,0,4.7407e-10,4.7407e-10,0.05625
2.1,0.475,0,1,0.5,0,1,0,4.7734e-10,4.7734e-10,0.05625
2.125,0.475,0,1,0.5,0,1,0,4.8053e-10,4.8053e-10,0.05625
2.15,0.475,0,1,0.5,0,1,0,4.8326e-10,4.8326e-10,0.05625
2.175,0.475,0,1,0.5,0,1,0,4.858e-10,4.858e-10,0.05625
2.2,0.475,0,1,0.5,0,1,0,4.8763e-10,4.8763e-10,0.05625
2.225,0.475,0,1,0.5,0,1,0,4.8963e-10,4.8963e-10,0.05625
2.25,0.475,0,1,0.5,0,1,0,4.9143e-10,4.9143e-10,0.05625
2.275,0.475,0,1,0.5,0,1,0,4.9392e-10,4.9392e-10,0.05625
2.3,0.475,0,1,0.5,0,1,0,4.972e-10,4.972e-10,0.05625
2.325,0.475,0,1,0.5,0,1,0,5.0025e-10,5.0025e-10,0.05625
2.35,0.475,0,1,0.5,0,1,0,5.0327e-10,5.0327e-10,0.05625
2.375,0.475,0,1,0.5,0,1,0,5.0572e-10,5.0572e-10,0.05625
2.4,0.475,0,1,0.5,0,1,0,5.0808e-10,5.0808e-10,0.05625
2.425,0.475,0,1,0.5,0,1,0,5.1022e-10,5.1022e-10,0.05625
2.45,0.475,0,1,0.5,0,1,0,5.1209e-10,5.1209e-10,0.05625
2.475,0.475,0,1,0.5,0,1,0,5.1373e-10,5.1373e-10,0.05625
2.5,0.475,0,1,0.5,0,1,0,5.1597e-10,5.1597e-10,0.05625
2.525,0.475,0,1,0.5,0,1,0,5.1921e-10,5.1921e-10,0.05625
2.55,0.475,0,1,0.5,0,1,0,5.2162e-10,5.2162e-10,0.05625
2.575,0.475,0,1,0.5,0,1,0,5.2334e-10,5.2334e-10,0.05625
2.6,0.475,0,1,0.5,0,1,0,5.2561e-10,5.2561e-10,0.05625
2.625,0.475,0,1,0.5,0,1,0,5.2835e-10,5.2835e-10,0.05625
2.65,0.475,0,1,0.5,0,1,0,5.3082e-10,5.3082e-10,0.05625
2.675,0.475,0,1,0.5,0,1,0,5.3298e-10,5.3298e-10,0.05625
2.7,0.475,0,1,0.5,0,1,0,5.3501e-10,5.3501e-10,0.05625
2.725,0.475,0,1,0.5,0,1,0,5.3704e-10,5.3704e-10,0.05625
2.75,0.475,0,1,0.5,0,1,0,5.3963e-10,5.3963e-10,0.05625
2.775,0.475,0,1,0.5,0,1,0,5.4236e-10,5.4236e-10,0.05625
2.8,0.475,0,1,0.5,0,1,0,5.4454e-10,5.4454e-10,0.05625
2.825,0.475,0,1,0.5,0,1,0,5.462e-10,5.462e-10,0.05625
2.85,0.475,0,1,0.5,0,1,0,5.4795e-10,5.4795e-10,0.05625
2.875,0.475,0,1,0.5,0,1,0,5.4968e-10,5.4968e-10,0.05625
2.9,0.475,0,1,0.5,0,1,0,5.5093e-10,5.5093e-10,0.05625
2.925,0.475,0,1,0.5,0,1,0,5.5305e-10,5.5305e-10,0.05625
2.95,0.475,0,1,0.5,0,1,0,5.5529e-10,5.5529e-10,0.05625
2.975,0.475,0,1,0.5,0,1,0,5.5725e-10,5.5725e-10,0.05625
3,0.475,0,1,0.5,0,1,0,5.5944e-10,5.5944e-10,0.05625
3.025,0.475,0,1,0.5,0,1,0,5.6069e-10,5.6069e-10,0.05625
3.05,0.475,0,1,0.5,0,1,0,5.6197e-10,5.6197e-10,0.05625
3.075,0.475,0,1,0.5,0,1,0,5.6473e-10,5.6473e-10,0.05625
3.1,0.475,0,1,0.5,0,1,0,5.6793e-10,5.6793e-10,0.05625
3.125,0.475,0,1,0.5,0,1,0,5.703e-10,5.703e-10,0.05625
3.15,0.475,0,1,0.5,0,1,0,5.7246e-10,5.7246e-10,0.05625
3.175,0.475,0,1,0.5,0,1,0,5.7545e-10,5.7545e-10,0.05625
3.2,0.475,0,1,0.5,0,1,0,5.784e-10,5.784e-10,0.05625
3.225,0.475,0,1,0.5,0,1,0,5.8097e-10,5.8097e-10,0.05625
3.25,0.475,0,1,0.5,0,1,0,5.8305e-10,5.8305e-10,0.05625
3.275,0.475,0,1,0.5,0,1,0,5.847e-10,5.847e-10,0.05625
3.3,0.475,0,1,0.5,0,1,0,5.8664e-10,5.8664e-10,0.05625
3.325,0.475,0,1,0.5,0,1,0,5.884e-10,5.884e-10,0.05625
3.35,0.475,0,1,0.5,0,1,0,5.9006e-10,5.9006e-10,0.05625
3.375,0.475,0,1,0.5,0,1,0,5.9149e-10,5.9149e-10,0.05625
3.4,0.475,0,1,0.5,0,1,0,5.9289e-10,5.9289e-10,0.05625
3.425,0.475,0,1,0.5,0,1,0,5.9562e-10,5.9562e-10,0.05625
3.45,0.475,0,1,0.5,0,1,0,5.9796e-10,5.9796e-10,0.05625
3.475,0.475,0,1,0.5,0,1,0,5.9883e-10,5.9883e-10,0.05625
3.5,0.475,0,1,0.5,0,1,0,6.0073e-10,6.0073e-10,0.05625
3.525,0.475,0,1,0.5,0,1,0,6.0294e-10,6.0294e-10,0.05625
3.55,0.475,0,1,0.5,0,1,0,6.0371e-10,6.0371e-10,0.05625
3.575,0.475,0,1,0.5,0,1,0,6.0524e-10,6.0524e-10,0.05625
3.6,0.475,0,1,0.5,0,1,0,6.0787e-10,6.0787e-10,0.05625
3.625,0.475,0,1,0.5,0,1,0,6.0979e-10,6.0979e-10,0.05625
3.65,0.475,0,1,0.5,0,1,0,6.1107e-10,6.1107e-10,0.05625
3.675,0.475,0,1,0.5,0,1,0,6.1259e-10,6.1259e-10,0.05625
3.7,0.475,0,1,0.5,0,1,0,6.1422e-10,6.1422e-10,0.05625
3.725,0.475,0,1,0.5,0,1,0,6.1548e-10,6.1548e-10,0.05625
3.75,0.475,0,1,0.5,0,1,0,6.1708e-10,6.1708e-10,0.05625
3.775,0.475,0,1,0.5,0,1,0,6.1892e-10,6.1892e-10,0.05625
3.8,0.475,0,1,0.5,0,1,0,6.2043e-10,6.2043e-10,0.05625
3.825,0.475,0,1,0.5,0,1,0,6.2268e-10,6.2268e-10,0.05625
3.85,0.475,0,1,0.5,0,1,0,6.2557e-10,6.2557e-10,0.05625
3.875,0.475,0,1,0.5,0,1,0,6.276e-10,6.276e-10,0.05625
3.9,0.475,0,1,0.5,0,1,0,6.2921e-10,6.2921e-10,0.05625
3.925,0.475,0,1,0.5,0,1,0,6.3175e-10,6.3175e-10,0.05625
3.95,0.475,0,1,0.5,0,1,0,6.3415e-10,6.3415e-10,0.05625
3.975,0.475,0,1,0.5,0,1,0,6.3576e-10,6.3576e-10,0.05625
4,0.475,0,1,0.5,0,1,0,6.3757e-10,6.3757e-10,0.05625
4.025,0.475,0,1,0.5,0,1,0,6.3966e-10,6.3966e-10,0.05625
4.05,0.475,0,1,0.5,0,1,0,6.4153e-10,6.4153e-10,0.05625
4.075,0.475,0,1,0.5,0,1,0,6.4321e-10,6.4321e-10,0.05625
4.1,0.475,0,1,0.5,0,1,0,6.4527e-10,6.4527e-10,0.05625
4.125,0.475,0,1,0.5,0,1,0,6.4726e-10,6.4726e-10,0.05625
4.15,0.475,0,1,0.5,0,1,0,6.4899e-10,6.4899e-10,0.05625
4.175,0.475,0,1,0.5,0,1,0,6.499e-10,6.499e-10,0.05625
4.2,0.475,0,1,0.5,0,1,0,6.5089e-10,6.5089e-10,0.05625
4.225,0.475,0,1,0.5,0,1,0,6.5291e-10,6.5291e-10,0.05625
4.25,0.475,0,1,0.5,0,1,0,6.5475e-10,6.5475e-10,0.05625
4.275,0.475,0,1,0.5,0,1,0,6.5698e-10,6.5698e-10,0.05625
4.3,0.475,0,1,0.5,0,1,0,6.6005e-10,6.6005e-10,0.05625
4.325,0.475,0,1,0.5,0,1,0,6.6223e-10,6.6223e-10,0.05625
4.35,0.475,0,1,0.5,0,1,0,6.6368e-10,6.6368e-10,0.05625
4.375,0.475,0,1,0.5,0,1,0,6.6598e-10,6.6598e-10,0.05625
4.4,0.475,0,1,0.5,0,1,0,6.684e-10,6.684e-10,0.05625
4.425,0.475,0,1,0.5,0,1,0,6.6975e-10,6.6975e-10,0.05625
4.45,0.475,0,1,0.5,0,1,0,6.7107e-10,6.7107e-10,0.05625
4.475,0.475,0,1,0.5,0,1,0,6.7256e-10,6.7256e-10,0.05625
4.5,0.475,0,1,0.5,0,1,0,6.7372e-10,6.7372e-10,0.05625
4.525,0.475,0,1,0.5,0,1,0,6.7479e-10,6.7479e-10,0.05625
4.55,0.475,0,1,0.5,0,1,0,6.7525e-10,6.7525e-10,0.05625
4.575,0.475,0,1,0.5,0,1,0,6.7558e-10,6.7558e-10,0.05625
4.6,0.475,0,1,0.5,0,1,0,6.7658e-10,6.7658e-10,0.05625
4.625,0.475,0,1,0.5,0,1,0,6.7782e-10,6.7782e-10,0.05625
4.65,0.475,0,1,0.5,0,1,0,6.7872e-10,6.7872e-10,0.05625
4.675,0.475,0,1,0.5,0,1,0,6.7914e-10,6.7914e-10,0.05625
4.7,0.475,0,1,0.5,0,1,0,6.7939e-10,6.7939e-10,0.05625
4.725,0.475,0,1,0.5,0,1,0,6.8007e-10,6.8007e-10,0.05625
4.75,0.475,0,1,0.5,0,1,0,6.8201e-10,6.8201e-10,0.05625
4.775,0.475,0,1,0.5,0,1,0,6.8409e-10,6.8409e-10,0.05625
4.8,0.475,0,1,0.5,0,1,0,6.8516e-10,6.8516e-10,0.05625
4.825,0.475,0,1,0.5,0,1,0,6.8613e-10,6.8613e-10,0.05625
4.85,0.475,0,1,0.5,0,1,0,6.8681e-10,6.8681e-10,0.05625
4.875,0.475,0,1,0.5,0,1,0,6.8712e-10,6.8712e-10,0.05625
4.9,0.475,0,1,0.5,0,1,0,6.8785e-10,6.8785e-10,0.05625
4.925,0.475,0,1,0.5,0,1,0,6.887e-10,6.887e-10,0.05625
4.95,0.475,0,1,0.5,0,1,0,6.8914e-10,6.8914e-10,0.05625
4.975,0.475,0,1,0.5,0,1,0,6.9044e-10,6.9044e-10,0.05625
5,0.475,0,1,0.5,0,1,0,6.9166e-10,6.9166e-10,0.05625
0,0.5,0,1,0.5,0,1,0,2.4897e-10,2.4897e-10,0.05625
0.025,0.5,0,1,0.5,0,1,0,2.4879e-10,2.4879e-10,0.05625
0.05,0.5,0,1,0.5,0,1,0,2.4903e-10,2.4903e-10,0.05625
0.075,0.5,0,1,0.5,0,1,0,2.4987e-10,2.4987e-10,0.05625
0.1,0.5,0,1,0.5,0,1,0,2.5088e-10,2.5088e-10,0.05625
0.125,0.5,0,1,0.5,0,1,0,2.5205e-10,2.5205e-10,0.05625
0.15,0.5,0,1,0.5,0,1,0,2.5284e-10,2.5284e-10,0.05625
0.175,0.5,0,1,0.5,0,1,0,2.5432e-10,2.5432e-10,0.05625
0.2,0.5,0,1,0.5,0,1,0,2.563e-10,2.563e-10,0.05625
0.225,0.5,0,1,0.5,0,1,0,2.5778e-10,2.5778e-10,0.05625
0.25,0.5,0,1,0.5,0,1,0,2.6004e-10,2.6004e-10,0.05625
0.275,0.5,0,1,0.5,0,1,0,2.6334e-10,2.6334e-10,0.05625
0.3,0.5,0,1,0.5,0,1,0,2.6637e-10,2.6637e-10,0.05625
0.325,0.5,0,1,0.5,0,1,0,2.6878e-10,2.6878e-10,0.05625
0.35,0.5,0,1,0.5,0,1,0,2.7133e-10,2.7133e-10,0.05625
0.375,0.5,0,1,0.5,0,1,0,2.7431e-10,2.7431e-10,0.05625
0.4,0.5,0,1,0.5,0,1,0,2.7759e-10,2.7759e-10,0.05625
0.425,0.5,0,1,0.5,0,1,0,2.8048e-10,2.8048e-10,0.05625
0.45,0.5,0,1,0.5,0,1,0,2.8295e-10,2.8295e-10,0.05625
0.475,0.5,0,1,0.5,0,1,0,2.8604e-10,2.8604e-10,0.05625
0.5,0.5,0,1,0.5,0,1,0,2.8884e-10,2.8884e-10,0.05625
0.525,0.5,0,1,0.5,0,1,0,2.9089e-10,2.9089e-10,0.05625
0.55,0.5,0,1,0.5,0,1,0,2.9288e-10,2.9288e-10,0.05625
0.575,0.5,0,1,0.5,0,1,0,2.9503e-10,2.9503e-10,0.05625
0.6,0.5,0,1,0.5,0,1,0,2.9835e-10,2.9835e-10,0.05625
0.625,0.5,0,1,0.5,0,1,0,3.0178e-10,3.0178e-10,0.05625
0.65,0.5,0,1,0.5,0,1,0,3.0442e-10,3.0442e-10,0.05625
0.675,0.5,0,1,0.5,0,1,0,3.0697e-10,3.0697e-10,0.05625
0.7,0.5,0,1,0.5,0,1,0,3.0952e-10,3.0952e-10,0.05625
0.725,0.5,0,1,0.5,0,1,0,3.1234e-10,3.1234e-10,0.05625
0.75,0.5,0,1,0.5,0,1,0,3.1554e-10,3.1554e-10,0.05625
0.775,0.5,0,1,0.5,0,1,0,3.1866e-10,3.1866e-10,0.05625
0.8,0.5,0,1,0.5,0,1,0,3.2145e-10,3.2145e-10,0.05625
0.825,0.5,0,1,0.5,0,1,0,3.2435e-10,3.2435e-10,0.05625
0.85,0.5,0,1,0.5,0,1,0,3.2644e-10,3.2644e-10,0.05625
0.875,0.5,0,1,0.5,0,1,0,3.2934e-10,3.2934e-10,0.05625
0.9,0.5,0,1,0.5,0,1,0,3.3247e-10,3.3247e-10,0.05625
0.925,0.5,0,1,0.5,0,1,0,3.3539e-10,3.3539e-10,0.05625
0.95,0.5,0,1,0.5,0,1,0,3.3978e-10,3.3978e-10,0.05625
0.975,0.5,0,1,0.5,0,1,0,3.4321e-10,3.4321e-10,0.05625
1,0.5,0,1,0.5,0,1,0,3.4704e-10,3.4704e-10,0.05625
1.025,0.5,0,1,0.5,0,1,0,3.5246e-10,3.5246e-10,0.05625
1.05,0.5,0,1,0.5,0,1,0,3.5637e-10,3.5637e-10,0.05625
1.075,0.5,0,1,0.5,0,1,0,3.5857e-10,3.5857e-10,0.05625
1.1,0.5,0,1,0.5,0,1,0,3.6148e-10,3.6148e-10,0.05625
1.125,0.5,0,1,0.5,0,1,0,3.6423e-10,3.6423e-10,0.05625
1.15,0.5,0,1,0.5,0,1,0,3.6611e-10,3.6611e-10,0.05625
1.175,0.5,0,1,0.5,0,1,0,3.6894e-10,3.6894e-10,0.05625
1.2,0.5,0,1,0.5,0,1,0,3.7197e-10,3.7197e-10,0.05625
1.225,0.5,0,1,0.5,0,1,0,3.7513e-10,3.7513e-10,0.05625
1.25,0.5,0,1,0.5,0,1,0,3.7887e-10,3.7887e-10,0.05625
1.275,0.5,0,1,0.5,0,1,0,3.8207e-10,3.8207e-10,0.05625
1.3,0.5,0,1,0.5,0,1,0,3.8455e-10,3.8455e-10,0.05625
1.325,0.5,0,1,0.5,0,1,0,3.8712e-10,3.8712e-10,0.05625
1.35,0.5,0,1,0.5,0,1,0,3.9051e-10,3.9051e-10,0.05625
1.375,0.5,0,1,0.5,0,1,0,3.9435e-10,3.9435e-10,0.05625
1.4,0.5,0,1,0.5,0,1,0,3.9761e-10,3.9761e-10,0.05625
1.425,0.5,0,1,0.5,0,1,0,3.9989e-10,3.9989e-10,0.05625
1.45,0.5,0,1,0.5,0,1,0,4.0263e-10,4.0263e-10,0.05625
1.475,0.5,0,1,0.5,0,1,0,4.0587e-10,4.0587e-10,0.05625
1.5,0.5,0,1,0.5,0,1,0,4.0885e-10,4.0885e-10,0.05625
1.525,0.5,0,1,0.5,0,1,0,4.12e-10,4.12e-10,0.05625
1.55,0.5,0,1,0.5,0,1,0,4.1453e-10,4.1453e-10,0.05625
1.575,0.5,0,1,0.5,0,1,0,4.173e-10,4.173e-10,0.05625
1.6,0.5,0,1,0.5,0,1,0,4.2055e-10,4.2055e-10,0.05625
1.625,0.5,0,1,0.5,0,1,0,4.2368e-10,4.2368e-10,0.05625
1.65,0.5,0,1,0.5,0,1,0,4.2676e-10,4.2676e-10,0.05625
