"Points:0","Points:1","Points:2","RDF","U:0","U:1","U:2","alpha.water","delta","p","p_rgh","psi"
4.35,1.85,0,0,1,0.5,0,1,26.667,-5.2618e-10,-5.2618e-10,0.05625
4.375,1.85,0,0,1,0.5,0,1,26.667,-5.2463e-10,-5.2463e-10,0.05625
4.4,1.85,0,0,1,0.5,0,1,26.667,-5.2278e-10,-5.2278e-10,0.05625
4.425,1.85,0,0,1,0.5,0,1,26.667,-5.2085e-10,-5.2085e-10,0.05625
4.45,1.85,0,0,1,0.5,0,1,26.667,-5.1892e-10,-5.1892e-10,0.05625
4.475,1.85,0,0,1,0.5,0,1,26.667,-5.1734e-10,-5.1734e-10,0.05625
4.5,1.85,0,0,1,0.5,0,1,26.667,-5.1589e-10,-5.1589e-10,0.05625
4.525,1.85,0,0,1,0.5,0,1,26.667,-5.1477e-10,-5.1477e-10,0.05625
4.55,1.85,0,0,1,0.5,0,1,26.667,-5.1417e-10,-5.1417e-10,0.05625
4.575,1.85,0,0,1,0.5,0,1,26.667,-5.1371e-10,-5.1371e-10,0.05625
4.6,1.85,0,0,1,0.5,0,1,26.667,-5.1302e-10,-5.1302e-10,0.05625
4.625,1.85,0,0,1,0.5,0,1,26.667,-5.121e-10,-5.121e-10,0.05625
4.65,1.85,0,0,1,0.5,0,1,26.667,-5.1078e-10,-5.1078e-10,0.05625
4.675,1.85,0,0,1,0.5,0,1,26.667,-5.0908e-10,-5.0908e-10,0.05625
4.7,1.85,0,0,1,0.5,0,1,26.667,-5.0766e-10,-5.0766e-10,0.05625
4.725,1.85,0,0,1,0.5,0,1,26.667,-5.0773e-10,-5.0773e-10,0.05625
4.75,1.85,0,0,1,0.5,0,1,26.667,-5.0768e-10,-5.0768e-10,0.05625
4.775,1.85,0,0,1,0.5,0,1,26.667,-5.0642e-10,-5.0642e-10,0.05625
4.8,1.85,0,0,1,0.5,0,1,26.667,-5.0504e-10,-5.0504e-10,0.05625
4.825,1.85,0,0,1,0.5,0,1,26.667,-5.0316e-10,-5.0316e-10,0.05625
4.85,1.85,0,0,1,0.5,0,1,26.667,-5.0145e-10,-5.0145e-10,0.05625
4.875,1.85,0,0,1,0.5,0,1,26.667,-5.0073e-10,-5.0073e-10,0.05625
4.9,1.85,0,0,1,0.5,0,1,26.667,-4.9968e-10,-4.9968e-10,0.05625
4.925,1.85,0,0,1,0.5,0,1,26.667,-4.9784e-10,-4.9784e-10,0.05625
4.95,1.85,0,0,1,0.5,0,1,26.667,-4.9649e-10,-4.9649e-10,0.05625
4.975,1.85,0,0,1,0.5,0,1,26.667,-4.9405e-10,-4.9405e-10,0.05625
5,1.85,0,0,1,0.5,0,1,26.667,-4.9196e-10,-4.9196e-10,0.05625
0,1.875,0,0,1,0.5,0,1,26.667,-5.5824e-10,-5.5824e-10,0.05625
0.025,1.875,0,0,1,0.5,0,1,26.667,-5.5729e-10,-5.5729e-10,0.05625
0.05,1.875,0,0,1,0.5,0,1,26.667,-5.565e-10,-5.565e-10,0.05625
0.075,1.875,0,0,1,0.5,0,1,26.667,-5.5612e-10,-5.5612e-10,0.05625
0.1,1.875,0,0,1,0.5,0,1,26.667,-5.5506e-10,-5.5506e-10,0.05625
0.125,1.875,0,0,1,0.5,0,1,26.667,-5.5473e-10,-5.5473e-10,0.05625
0.15,1.875,0,0,1,0.5,0,1,26.667,-5.5383e-10,-5.5383e-10,0.05625
0.175,1.875,0,0,1,0.5,0,1,26.667,-5.5327e-10,-5.5327e-10,0.05625
0.2,1.875,0,0,1,0.5,0,1,26.667,-5.5406e-10,-5.5406e-10,0.05625
0.225,1.875,0,0,1,0.5,0,1,26.667,-5.5387e-10,-5.5387e-10,0.05625
0.25,1.875,0,0,1,0.5,0,1,26.667,-5.5334e-10,-5.5334e-10,0.05625
0.275,1.875,0,0,1,0.5,0,1,26.667,-5.528e-10,-5.528e-10,0.05625
0.3,1.875,0,0,1,0.5,0,1,26.667,-5.5178e-10,-5.5178e-10,0.05625
0.325,1.875,0,0,1,0.5,0,1,26.667,-5.5004e-10,-5.5004e-10,0.05625
0.35,1.875,0,0,1,0.5,0,1,26.667,-5.4753e-10,-5.4753e-10,0.05625
0.375,1.875,0,0,1,0.5,0,1,26.667,-5.4619e-10,-5.4619e-10,0.05625
0.4,1.875,0,0,1,0.5,0,1,26.667,-5.4566e-10,-5.4566e-10,0.05625
0.425,1.875,0,0,1,0.5,0,1,26.667,-5.4432e-10,-5.4432e-10,0.05625
0.45,1.875,0,0,1,0.5,0,1,26.667,-5.4375e-10,-5.4375e-10,0.05625
0.475,1.875,0,0,1,0.5,0,1,26.667,-5.438e-10,-5.438e-10,0.05625
0.5,1.875,0,0,1,0.5,0,1,26.667,-5.4342e-10,-5.4342e-10,0.05625
0.525,1.875,0,0,1,0.5,0,1,26.667,-5.4312e-10,-5.4312e-10,0.05625
0.55,1.875,0,0,1,0.5,0,1,26.667,-5.43e-10,-5.43e-10,0.05625
0.575,1.875,0,0,1,0.5,0,1,26.667,-5.4302e-10,-5.4302e-10,0.05625
0.6,1.875,0,0,1,0.5,0,1,26.667,-5.4189e-10,-5.4189e-10,0.05625
0.625,1.875,0,0,1,0.5,0,1,26.667,-5.3969e-10,-5.3969e-10,0.05625
0.65,1.875,0,0,1,0.5,0,1,26.667,-5.3735e-10,-5.3735e-10,0.05625
0.675,1.875,0,0,1,0.5,0,1,26.667,-5.3539e-10,-5.3539e-10,0.05625
0.7,1.875,0,0,1,0.5,0,1,26.667,-5.34e-10,-5.34e-10,0.05625
0.725,1.875,0,0,1,0.5,0,1,26.667,-5.3334e-10,-5.3334e-10,0.05625
0.75,1.875,0,0,1,0.5,0,1,26.667,-5.328e-10,-5.328e-10,0.05625
0.775,1.875,0,0,1,0.5,0,1,26.667,-5.3176e-10,-5.3176e-10,0.05625
0.8,1.875,0,0,1,0.5,0,1,26.667,-5.3069e-10,-5.3069e-10,0.05625
0.825,1.875,0,0,1,0.5,0,1,26.667,-5.2968e-10,-5.2968e-10,0.05625
0.85,1.875,0,0,1,0.5,0,1,26.667,-5.2963e-10,-5.2963e-10,0.05625
0.875,1.875,0,0,1,0.5,0,1,26.667,-5.3013e-10,-5.3013e-10,0.05625
0.9,1.875,0,0,1,0.5,0,1,26.667,-5.3042e-10,-5.3042e-10,0.05625
0.925,1.875,0,0,1,0.5,0,1,26.667,-5.3051e-10,-5.3051e-10,0.05625
0.95,1.875,0,0,1,0.5,0,1,26.667,-5.3024e-10,-5.3024e-10,0.05625
0.975,1.875,0,0,1,0.5,0,1,26.667,-5.3071e-10,-5.3071e-10,0.05625
1,1.875,0,0,1,0.5,0,1,26.667,-5.3201e-10,-5.3201e-10,0.05625
1.025,1.875,0,0,1,0.5,0,1,26.667,-5.3312e-10,-5.3312e-10,0.05625
1.05,1.875,0,0,1,0.5,0,1,26.667,-5.3336e-10,-5.3336e-10,0.05625
1.075,1.875,0,0,1,0.5,0,1,26.667,-5.3289e-10,-5.3289e-10,0.05625
1.1,1.875,0,0,1,0.5,0,1,26.667,-5.3286e-10,-5.3286e-10,0.05625
1.125,1.875,0,0,1,0.5,0,1,26.667,-5.3365e-10,-5.3365e-10,0.05625
1.15,1.875,0,0,1,0.5,0,1,26.667,-5.3408e-10,-5.3408e-10,0.05625
1.175,1.875,0,0,1,0.5,0,1,26.667,-5.3402e-10,-5.3402e-10,0.05625
1.2,1.875,0,0,1,0.5,0,1,26.667,-5.3481e-10,-5.3481e-10,0.05625
1.225,1.875,0,0,1,0.5,0,1,26.667,-5.3533e-10,-5.3533e-10,0.05625
1.25,1.875,0,0,1,0.5,0,1,26.667,-5.35e-10,-5.35e-10,0.05625
1.275,1.875,0,0,1,0.5,0,1,26.667,-5.3459e-10,-5.3459e-10,0.05625
1.3,1.875,0,0,1,0.5,0,1,26.667,-5.3438e-10,-5.3438e-10,0.05625
1.325,1.875,0,0,1,0.5,0,1,26.667,-5.3476e-10,-5.3476e-10,0.05625
1.35,1.875,0,0,1,0.5,0,1,26.667,-5.3515e-10,-5.3515e-10,0.05625
1.375,1.875,0,0,1,0.5,0,1,26.667,-5.3575e-10,-5.3575e-10,0.05625
1.4,1.875,0,0,1,0.5,0,1,26.667,-5.3687e-10,-5.3687e-10,0.05625
1.425,1.875,0,0,1,0.5,0,1,26.667,-5.3787e-10,-5.3787e-10,0.05625
1.45,1.875,0,0,1,0.5,0,1,26.667,-5.3928e-10,-5.3928e-10,0.05625
1.475,1.875,0,0,1,0.5,0,1,26.667,-5.4032e-10,-5.4032e-10,0.05625
1.5,1.875,0,0,1,0.5,0,1,26.667,-5.4023e-10,-5.4023e-10,0.05625
1.525,1.875,0,0,1,0.5,0,1,26.667,-5.3964e-10,-5.3964e-10,0.05625
1.55,1.875,0,0,1,0.5,0,1,26.667,-5.3938e-10,-5.3938e-10,0.05625
1.575,1.875,0,0,1,0.5,0,1,26.667,-5.4047e-10,-5.4047e-10,0.05625
1.6,1.875,0,0,1,0.5,0,1,26.667,-5.426e-10,-5.426e-10,0.05625
1.625,1.875,0,0,1,0.5,0,1,26.667,-5.441e-10,-5.441e-10,0.05625
1.65,1.875,0,0,1,0.5,0,1,26.667,-5.4441e-10,-5.4441e-10,0.05625
1.675,1.875,0,0,1,0.5,0,1,26.667,-5.4447e-10,-5.4447e-10,0.05625
1.7,1.875,0,0,1,0.5,0,1,26.667,-5.4456e-10,-5.4456e-10,0.05625
1.725,1.875,0,0,1,0.5,0,1,26.667,-5.4416e-10,-5.4416e-10,0.05625
1.75,1.875,0,0,1,0.5,0,1,26.667,-5.4439e-10,-5.4439e-10,0.05625
1.775,1.875,0,0,1,0.5,0,1,26.667,-5.4514e-10,-5.4514e-10,0.05625
1.8,1.875,0,0,1,0.5,0,1,26.667,-5.451e-10,-5.451e-10,0.05625
1.825,1.875,0,0,1,0.5,0,1,26.667,-5.4523e-10,-5.4523e-10,0.05625
1.85,1.875,0,0,1,0.5,0,1,26.667,-5.4478e-10,-5.4478e-10,0.05625
1.875,1.875,0,0,1,0.5,0,1,26.667,-5.4351e-10,-5.4351e-10,0.05625
1.9,1.875,0,0,1,0.5,0,1,26.667,-5.4282e-10,-5.4282e-10,0.05625
1.925,1.875,0,0,1,0.5,0,1,26.667,-5.4295e-10,-5.4295e-10,0.05625
1.95,1.875,0,0,1,0.5,0,1,26.667,-5.4351e-10,-5.4351e-10,0.05625
1.975,1.875,0,0,1,0.5,0,1,26.667,-5.4387e-10,-5.4387e-10,0.05625
2,1.875,0,0,1,0.5,0,1,26.667,-5.4418e-10,-5.4418e-10,0.05625
2.025,1.875,0,0,1,0.5,0,1,26.667,-5.4398e-10,-5.4398e-10,0.05625
2.05,1.875,0,0,1,0.5,0,1,26.667,-5.4349e-10,-5.4349e-10,0.05625
2.075,1.875,0,0,1,0.5,0,1,26.667,-5.4407e-10,-5.4407e-10,0.05625
2.1,1.875,0,0,1,0.5,0,1,26.667,-5.4516e-10,-5.4516e-10,0.05625
2.125,1.875,0,0,1,0.5,0,1,26.667,-5.4594e-10,-5.4594e-10,0.05625
2.15,1.875,0,0,1,0.5,0,1,26.667,-5.4628e-10,-5.4628e-10,0.05625
2.175,1.875,0,0,1,0.5,0,1,26.667,-5.4671e-10,-5.4671e-10,0.05625
2.2,1.875,0,0,1,0.5,0,1,26.667,-5.4789e-10,-5.4789e-10,0.05625
2.225,1.875,0,0,1,0.5,0,1,26.667,-5.4845e-10,-5.4845e-10,0.05625
2.25,1.875,0,0,1,0.5,0,1,26.667,-5.4843e-10,-5.4843e-10,0.05625
2.275,1.875,0,0,1,0.5,0,1,26.667,-5.488e-10,-5.488e-10,0.05625
2.3,1.875,0,0,1,0.5,0,1,26.667,-5.482e-10,-5.482e-10,0.05625
2.325,1.875,0,0,1,0.5,0,1,26.667,-5.4777e-10,-5.4777e-10,0.05625
2.35,1.875,0,0,1,0.5,0,1,26.667,-5.4787e-10,-5.4787e-10,0.05625
2.375,1.875,0,0,1,0.5,0,1,26.667,-5.4798e-10,-5.4798e-10,0.05625
2.4,1.875,0,0,1,0.5,0,1,26.667,-5.4845e-10,-5.4845e-10,0.05625
2.425,1.875,0,0,1,0.5,0,1,26.667,-5.4822e-10,-5.4822e-10,0.05625
2.45,1.875,0,0,1,0.5,0,1,26.667,-5.4859e-10,-5.4859e-10,0.05625
2.475,1.875,0,0,1,0.5,0,1,26.667,-5.4964e-10,-5.4964e-10,0.05625
2.5,1.875,0,0,1,0.5,0,1,26.667,-5.505e-10,-5.505e-10,0.05625
2.525,1.875,0,0,1,0.5,0,1,26.667,-5.5091e-10,-5.5091e-10,0.05625
2.55,1.875,0,0,1,0.5,0,1,26.667,-5.519e-10,-5.519e-10,0.05625
2.575,1.875,0,0,1,0.5,0,1,26.667,-5.5379e-10,-5.5379e-10,0.05625
2.6,1.875,0,0,1,0.5,0,1,26.667,-5.5473e-10,-5.5473e-10,0.05625
2.625,1.875,0,0,1,0.5,0,1,26.667,-5.5438e-10,-5.5438e-10,0.05625
2.65,1.875,0,0,1,0.5,0,1,26.667,-5.5436e-10,-5.5436e-10,0.05625
2.675,1.875,0,0,1,0.5,0,1,26.667,-5.5508e-10,-5.5508e-10,0.05625
2.7,1.875,0,0,1,0.5,0,1,26.667,-5.553e-10,-5.553e-10,0.05625
2.725,1.875,0,0,1,0.5,0,1,26.667,-5.5554e-10,-5.5554e-10,0.05625
2.75,1.875,0,0,1,0.5,0,1,26.667,-5.5557e-10,-5.5557e-10,0.05625
2.775,1.875,0,0,1,0.5,0,1,26.667,-5.547e-10,-5.547e-10,0.05625
2.8,1.875,0,0,1,0.5,0,1,26.667,-5.5449e-10,-5.5449e-10,0.05625
2.825,1.875,0,0,1,0.5,0,1,26.667,-5.5551e-10,-5.5551e-10,0.05625
2.85,1.875,0,0,1,0.5,0,1,26.667,-5.5628e-10,-5.5628e-10,0.05625
2.875,1.875,0,0,1,0.5,0,1,26.667,-5.562e-10,-5.562e-10,0.05625
2.9,1.875,0,0,1,0.5,0,1,26.667,-5.5644e-10,-5.5644e-10,0.05625
2.925,1.875,0,0,1,0.5,0,1,26.667,-5.5681e-10,-5.5681e-10,0.05625
2.95,1.875,0,0,1,0.5,0,1,26.667,-5.5682e-10,-5.5682e-10,0.05625
2.975,1.875,0,0,1,0.5,0,1,26.667,-5.5734e-10,-5.5734e-10,0.05625
3,1.875,0,0,1,0.5,0,1,26.667,-5.5828e-10,-5.5828e-10,0.05625
3.025,1.875,0,0,1,0.5,0,1,26.667,-5.5881e-10,-5.5881e-10,0.05625
3.05,1.875,0,0,1,0.5,0,1,26.667,-5.5869e-10,-5.5869e-10,0.05625
3.075,1.875,0,0,1,0.5,0,1,26.667,-5.5865e-10,-5.5865e-10,0.05625
3.1,1.875,0,0,1,0.5,0,1,26.667,-5.589e-10,-5.589e-10,0.05625
3.125,1.875,0,0,1,0.5,0,1,26.667,-5.5948e-10,-5.5948e-10,0.05625
3.15,1.875,0,0,1,0.5,0,1,26.667,-5.6029e-10,-5.6029e-10,0.05625
3.175,1.875,0,0,1,0.5,0,1,26.667,-5.6153e-10,-5.6153e-10,0.05625
3.2,1.875,0,0,1,0.5,0,1,26.667,-5.6248e-10,-5.6248e-10,0.05625
3.225,1.875,0,0,1,0.5,0,1,26.667,-5.6243e-10,-5.6243e-10,0.05625
3.25,1.875,0,0,1,0.5,0,1,26.667,-5.622e-10,-5.622e-10,0.05625
3.275,1.875,0,0,1,0.5,0,1,26.667,-5.6212e-10,-5.6212e-10,0.05625
3.3,1.875,0,0,1,0.5,0,1,26.667,-5.6205e-10,-5.6205e-10,0.05625
3.325,1.875,0,0,1,0.5,0,1,26.667,-5.6173e-10,-5.6173e-10,0.05625
3.35,1.875,0,0,1,0.5,0,1,26.667,-5.6171e-10,-5.6171e-10,0.05625
3.375,1.875,0,0,1,0.5,0,1,26.667,-5.6145e-10,-5.6145e-10,0.05625
3.4,1.875,0,0,1,0.5,0,1,26.667,-5.6067e-10,-5.6067e-10,0.05625
3.425,1.875,0,0,1,0.5,0,1,26.667,-5.6026e-10,-5.6026e-10,0.05625
3.45,1.875,0,0,1,0.5,0,1,26.667,-5.5958e-10,-5.5958e-10,0.05625
3.475,1.875,0,0,1,0.5,0,1,26.667,-5.591e-10,-5.591e-10,0.05625
3.5,1.875,0,0,1,0.5,0,1,26.667,-5.5879e-10,-5.5879e-10,0.05625
3.525,1.875,0,0,1,0.5,0,1,26.667,-5.5798e-10,-5.5798e-10,0.05625
3.55,1.875,0,0,1,0.5,0,1,26.667,-5.5701e-10,-5.5701e-10,0.05625
3.575,1.875,0,0,1,0.5,0,1,26.667,-5.5561e-10,-5.5561e-10,0.05625
3.6,1.875,0,0,1,0.5,0,1,26.667,-5.542e-10,-5.542e-10,0.05625
3.625,1.875,0,0,1,0.5,0,1,26.667,-5.5306e-10,-5.5306e-10,0.05625
3.65,1.875,0,0,1,0.5,0,1,26.667,-5.5157e-10,-5.5157e-10,0.05625
3.675,1.875,0,0,1,0.5,0,1,26.667,-5.4987e-10,-5.4987e-10,0.05625
3.7,1.875,0,0,1,0.5,0,1,26.667,-5.4895e-10,-5.4895e-10,0.05625
3.725,1.875,0,0,1,0.5,0,1,26.667,-5.4883e-10,-5.4883e-10,0.05625
3.75,1.875,0,0,1,0.5,0,1,26.667,-5.4812e-10,-5.4812e-10,0.05625
3.775,1.875,0,0,1,0.5,0,1,26.667,-5.4712e-10,-5.4712e-10,0.05625
3.8,1.875,0,0,1,0.5,0,1,26.667,-5.4632e-10,-5.4632e-10,0.05625
3.825,1.875,0,0,1,0.5,0,1,26.667,-5.4573e-10,-5.4573e-10,0.05625
3.85,1.875,0,0,1,0.5,0,1,26.667,-5.4549e-10,-5.4549e-10,0.05625
3.875,1.875,0,0,1,0.5,0,1,26.667,-5.4486e-10,-5.4486e-10,0.05625
3.9,1.875,0,0,1,0.5,0,1,26.667,-5.4376e-10,-5.4376e-10,0.05625
3.925,1.875,0,0,1,0.5,0,1,26.667,-5.4281e-10,-5.4281e-10,0.05625
3.95,1.875,0,0,1,0.5,0,1,26.667,-5.4207e-10,-5.4207e-10,0.05625
3.975,1.875,0,0,1,0.5,0,1,26.667,-5.4164e-10,-5.4164e-10,0.05625
4,1.875,0,0,1,0.5,0,1,26.667,-5.4048e-10,-5.4048e-10,0.05625
4.025,1.875,0,0,1,0.5,0,1,26.667,-5.3882e-10,-5.3882e-10,0.05625
4.05,1.875,0,0,1,0.5,0,1,26.667,-5.3781e-10,-5.3781e-10,0.05625
4.075,1.875,0,0,1,0.5,0,1,26.667,-5.3624e-10,-5.3624e-10,0.05625
4.1,1.875,0,0,1,0.5,0,1,26.667,-5.3485e-10,-5.3485e-10,0.05625
4.125,1.875,0,0,1,0.5,0,1,26.667,-5.3408e-10,-5.3408e-10,0.05625
4.15,1.875,0,0,1,0.5,0,1,26.667,-5.3285e-10,-5.3285e-10,0.05625
4.175,1.875,0,0,1,0.5,0,1,26.667,-5.3126e-10,-5.3126e-10,0.05625
4.2,1.875,0,0,1,0.5,0,1,26.667,-5.3012e-10,-5.3012e-10,0.05625
4.225,1.875,0,0,1,0.5,0,1,26.667,-5.2946e-10,-5.2946e-10,0.05625
4.25,1.875,0,0,1,0.5,0,1,26.667,-5.2828e-10,-5.2828e-10,0.05625
4.275,1.875,0,0,1,0.5,0,1,26.667,-5.2751e-10,-5.2751e-10,0.05625
4.3,1.875,0,0,1,0.5,0,1,26.667,-5.2744e-10,-5.2744e-10,0.05625
4.325,1.875,0,0,1,0.5,0,1,26.667,-5.2712e-10,-5.2712e-10,0.05625
4.35,1.875,0,0,1,0.5,0,1,26.667,-5.2617e-10,-5.2617e-10,0.05625
4.375,1.875,0,0,1,0.5,0,1,26.667,-5.2459e-10,-5.2459e-10,0.05625
4.4,1.875,0,0,1,0.5,0,1,26.667,-5.228e-10,-5.228e-10,0.05625
4.425,1.875,0,0,1,0.5,0,1,26.667,-5.2077e-10,-5.2077e-10,0.05625
4.45,1.875,0,0,1,0.5,0,1,26.667,-5.1893e-10,-5.1893e-10,0.05625
4.475,1.875,0,0,1,0.5,0,1,26.667,-5.1746e-10,-5.1746e-10,0.05625
4.5,1.875,0,0,1,0.5,0,1,26.667,-5.1597e-10,-5.1597e-10,0.05625
4.525,1.875,0,0,1,0.5,0,1,26.667,-5.1503e-10,-5.1503e-10,0.05625
4.55,1.875,0,0,1,0.5,0,1,26.667,-5.1472e-10,-5.1472e-10,0.05625
4.575,1.875,0,0,1,0.5,0,1,26.667,-5.1403e-10,-5.1403e-10,0.05625
4.6,1.875,0,0,1,0.5,0,1,26.667,-5.1267e-10,-5.1267e-10,0.05625
4.625,1.875,0,0,1,0.5,0,1,26.667,-5.114e-10,-5.114e-10,0.05625
4.65,1.875,0,0,1,0.5,0,1,26.667,-5.1003e-10,-5.1003e-10,0.05625
4.675,1.875,0,0,1,0.5,0,1,26.667,-5.0877e-10,-5.0877e-10,0.05625
4.7,1.875,0,0,1,0.5,0,1,26.667,-5.0772e-10,-5.0772e-10,0.05625
4.725,1.875,0,0,1,0.5,0,1,26.667,-5.0756e-10,-5.0756e-10,0.05625
4.75,1.875,0,0,1,0.5,0,1,26.667,-5.0718e-10,-5.0718e-10,0.05625
4.775,1.875,0,0,1,0.5,0,1,26.667,-5.0552e-10,-5.0552e-10,0.05625
4.8,1.875,0,0,1,0.5,0,1,26.667,-5.0396e-10,-5.0396e-10,0.05625
4.825,1.875,0,0,1,0.5,0,1,26.667,-5.0253e-10,-5.0253e-10,0.05625
4.85,1.875,0,0,1,0.5,0,1,26.667,-5.0179e-10,-5.0179e-10,0.05625
4.875,1.875,0,0,1,0.5,0,1,26.667,-5.0091e-10,-5.0091e-10,0.05625
4.9,1.875,0,0,1,0.5,0,1,26.667,-4.9925e-10,-4.9925e-10,0.05625
4.925,1.875,0,0,1,0.5,0,1,26.667,-4.9732e-10,-4.9732e-10,0.05625
4.95,1.875,0,0,1,0.5,0,1,26.667,-4.9653e-10,-4.9653e-10,0.05625
4.975,1.875,0,0,1,0.5,0,1,26.667,-4.9371e-10,-4.9371e-10,0.05625
5,1.875,0,0,1,0.5,0,1,26.667,-4.9064e-10,-4.9064e-10,0.05625
0,1.9,0,0,1,0.5,0,1,26.667,-5.5878e-10,-5.5878e-10,0.05625
0.025,1.9,0,0,1,0.5,0,1,26.667,-5.5828e-10,-5.5828e-10,0.05625
0.05,1.9,0,0,1,0.5,0,1,26.667,-5.5738e-10,-5.5738e-10,0.05625
0.075,1.9,0,0,1,0.5,0,1,26.667,-5.564e-10,-5.564e-10,0.05625
0.1,1.9,0,0,1,0.5,0,1,26.667,-5.5566e-10,-5.5566e-10,0.05625
0.125,1.9,0,0,1,0.5,0,1,26.667,-5.5574e-10,-5.5574e-10,0.05625
0.15,1.9,0,0,1,0.5,0,1,26.667,-5.5503e-10,-5.5503e-10,0.05625
0.175,1.9,0,0,1,0.5,0,1,26.667,-5.5441e-10,-5.5441e-10,0.05625
0.2,1.9,0,0,1,0.5,0,1,26.667,-5.5495e-10,-5.5495e-10,0.05625
0.225,1.9,0,0,1,0.5,0,1,26.667,-5.5444e-10,-5.5444e-10,0.05625
0.25,1.9,0,0,1,0.5,0,1,26.667,-5.5374e-10,-5.5374e-10,0.05625
0.275,1.9,0,0,1,0.5,0,1,26.667,-5.5341e-10,-5.5341e-10,0.05625
0.3,1.9,0,0,1,0.5,0,1,26.667,-5.5217e-10,-5.5217e-10,0.05625
0.325,1.9,0,0,1,0.5,0,1,26.667,-5.5015e-10,-5.5015e-10,0.05625
0.35,1.9,0,0,1,0.5,0,1,26.667,-5.4798e-10,-5.4798e-10,0.05625
0.375,1.9,0,0,1,0.5,0,1,26.667,-5.4649e-10,-5.4649e-10,0.05625
0.4,1.9,0,0,1,0.5,0,1,26.667,-5.4571e-10,-5.4571e-10,0.05625
0.425,1.9,0,0,1,0.5,0,1,26.667,-5.4479e-10,-5.4479e-10,0.05625
0.45,1.9,0,0,1,0.5,0,1,26.667,-5.4487e-10,-5.4487e-10,0.05625
0.475,1.9,0,0,1,0.5,0,1,26.667,-5.4532e-10,-5.4532e-10,0.05625
0.5,1.9,0,0,1,0.5,0,1,26.667,-5.4474e-10,-5.4474e-10,0.05625
0.525,1.9,0,0,1,0.5,0,1,26.667,-5.4456e-10,-5.4456e-10,0.05625
0.55,1.9,0,0,1,0.5,0,1,26.667,-5.4455e-10,-5.4455e-10,0.05625
0.575,1.9,0,0,1,0.5,0,1,26.667,-5.4418e-10,-5.4418e-10,0.05625
0.6,1.9,0,0,1,0.5,0,1,26.667,-5.4283e-10,-5.4283e-10,0.05625
0.625,1.9,0,0,1,0.5,0,1,26.667,-5.4072e-10,-5.4072e-10,0.05625
0.65,1.9,0,0,1,0.5,0,1,26.667,-5.3852e-10,-5.3852e-10,0.05625
0.675,1.9,0,0,1,0.5,0,1,26.667,-5.361e-10,-5.361e-10,0.05625
0.7,1.9,0,0,1,0.5,0,1,26.667,-5.3466e-10,-5.3466e-10,0.05625
0.725,1.9,0,0,1,0.5,0,1,26.667,-5.3411e-10,-5.3411e-10,0.05625
0.75,1.9,0,0,1,0.5,0,1,26.667,-5.3318e-10,-5.3318e-10,0.05625
0.775,1.9,0,0,1,0.5,0,1,26.667,-5.3227e-10,-5.3227e-10,0.05625
0.8,1.9,0,0,1,0.5,0,1,26.667,-5.3161e-10,-5.3161e-10,0.05625
0.825,1.9,0,0,1,0.5,0,1,26.667,-5.3087e-10,-5.3087e-10,0.05625
0.85,1.9,0,0,1,0.5,0,1,26.667,-5.3064e-10,-5.3064e-10,0.05625
0.875,1.9,0,0,1,0.5,0,1,26.667,-5.3089e-10,-5.3089e-10,0.05625
0.9,1.9,0,0,1,0.5,0,1,26.667,-5.3143e-10,-5.3143e-10,0.05625
0.925,1.9,0,0,1,0.5,0,1,26.667,-5.3162e-10,-5.3162e-10,0.05625
0.95,1.9,0,0,1,0.5,0,1,26.667,-5.3138e-10,-5.3138e-10,0.05625
0.975,1.9,0,0,1,0.5,0,1,26.667,-5.3165e-10,-5.3165e-10,0.05625
1,1.9,0,0,1,0.5,0,1,26.667,-5.3273e-10,-5.3273e-10,0.05625
1.025,1.9,0,0,1,0.5,0,1,26.667,-5.3389e-10,-5.3389e-10,0.05625
1.05,1.9,0,0,1,0.5,0,1,26.667,-5.3389e-10,-5.3389e-10,0.05625
1.075,1.9,0,0,1,0.5,0,1,26.667,-5.3347e-10,-5.3347e-10,0.05625
1.1,1.9,0,0,1,0.5,0,1,26.667,-5.3342e-10,-5.3342e-10,0.05625
1.125,1.9,0,0,1,0.5,0,1,26.667,-5.3419e-10,-5.3419e-10,0.05625
1.15,1.9,0,0,1,0.5,0,1,26.667,-5.3505e-10,-5.3505e-10,0.05625
1.175,1.9,0,0,1,0.5,0,1,26.667,-5.3533e-10,-5.3533e-10,0.05625
1.2,1.9,0,0,1,0.5,0,1,26.667,-5.3603e-10,-5.3603e-10,0.05625
1.225,1.9,0,0,1,0.5,0,1,26.667,-5.3613e-10,-5.3613e-10,0.05625
1.25,1.9,0,0,1,0.5,0,1,26.667,-5.3483e-10,-5.3483e-10,0.05625
1.275,1.9,0,0,1,0.5,0,1,26.667,-5.3395e-10,-5.3395e-10,0.05625
1.3,1.9,0,0,1,0.5,0,1,26.667,-5.3454e-10,-5.3454e-10,0.05625
1.325,1.9,0,0,1,0.5,0,1,26.667,-5.3551e-10,-5.3551e-10,0.05625
1.35,1.9,0,0,1,0.5,0,1,26.667,-5.3565e-10,-5.3565e-10,0.05625
1.375,1.9,0,0,1,0.5,0,1,26.667,-5.3602e-10,-5.3602e-10,0.05625
1.4,1.9,0,0,1,0.5,0,1,26.667,-5.3742e-10,-5.3742e-10,0.05625
1.425,1.9,0,0,1,0.5,0,1,26.667,-5.3851e-10,-5.3851e-10,0.05625
